Log_ID,Location,Sex,Taxa,Count,Collection_Date,Analyzer,Analysis_Date
Wi2-M3,Wildflower,M,Mesostigmata,2,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Oribatida,61,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Prostigmata,16,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Coleoptera_larval,1,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Formicidae,1,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Thysanoptera,2,7/18/2023,A,9/1/2023
Wi2-M3,Wildflower,M,Pseudoscorpions,1,7/18/2023,A,9/1/2023
Wi2-M4,Wildflower,M,Entomobryidae,17,7/18/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Hypogastruridae,3,7/18/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Mesostigmata,18,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Oribatida,76,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Prostigmata,60,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Gnaphosidae,1,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Araneae_other,1,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Coleoptera_larval,6,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Formicidae,3,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Hymenoptera_other,4,7/20/2023,B,9/1/2023
Wi2-M4,Wildflower,M,Lepidoptera_larval,1,7/20/2023,B,9/5/2023
Wi2-M4,Wildflower,M,Thysanoptera,1,7/20/2023,B,9/5/2023
Wi2-M4,Wildflower,M,Hemiptera,8,7/20/2023,B,9/5/2023
Wi2-M4,Wildflower,M,Diplopoda,3,7/20/2023,B,9/5/2023
Wi2-M4,Wildflower,M,Arthropod_other,4,7/20/2023,B,9/5/2023
Wi2-M5,Wildflower,M,Hypogastruridae,1,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Isotomidae,1,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Mesostigmata,1,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Oribatida,35,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Prostigmata,3,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Linyphiidae,1,7/20/2023,"B,J",9/5/2023
Wi2-M5,Wildflower,M,Formicidae,37,7/20/2023,"B,J",9/5/2023
Wi2-M6,Wildflower,M,Entomobryidae,9,7/20/2023,J,9/5/2023
Wi2-M6,Wildflower,M,Isotomidae,4,7/20/2023,J,9/5/2023
Wi2-M6,Wildflower,M,Mesostigmata,13,7/20/2023,J,9/5/2023
Wi2-M6,Wildflower,M,Oribatida,62,7/20/2023,J,9/5/2023
Wi2-M6,Wildflower,M,Prostigmata,36,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Gnaphosidae,4,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Coleoptera_larval,1,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Coleoptera_other,2,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Formicidae,8,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Hymenoptera_other,1,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Hemiptera,7,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Chilopoda,4,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Diplopoda,3,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Isopoda,1,7/20/2023,J,9/11/2023
Wi2-M6,Wildflower,M,Arthropod_other,2,7/20/2023,J,9/11/2023
Wi2-M7,Wildflower,M,Entomobryidae,21,7/20/2023,A,9/11/2023
Wi2-M7,Wildflower,M,Hypogastruridae,5,7/20/2023,A,9/1/2023
Wi2-M7,Wildflower,M,Isotomidae,4,7/20/2023,A,9/1/2023
Wi2-M7,Wildflower,M,Sminthuridae,1,7/20/2023,A,9/1/2023
Wi2-M7,Wildflower,M,Oribatida,64,7/20/2023,A,9/1/2023
Wi2-M7,Wildflower,M,Prostigmata,31,7/20/2023,A,9/1/2023
Wi2-M7,Wildflower,M,Linyphiidae,2,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Gnaphosidae,2,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Araneae_other,1,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Coleoptera_larval,1,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Formicidae,23,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Hemiptera,3,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Chilopoda,1,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Diplopoda,3,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Isopoda,1,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Myriapoda,2,6/23/2023,A,7/27/2023
Wi2-M7,Wildflower,M,Pseudoscorpions,2,6/23/2023,A,7/27/2023
Wi2-M8,Wildflower,M,Entomobryidae,10,6/23/2023,A,7/27/2023
Wi2-M8,Wildflower,M,Hypogastruridae,4,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Isotomidae,3,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Mesostigmata,4,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Oribatida,98,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Prostigmata,26,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Linyphiidae,1,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Araneae_other,1,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Coleoptera_larval,1,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Formicidae,2,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Thysanoptera,1,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Hemiptera,4,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Isopoda,1,6/23/2023,A,7/26/2023
Wi2-M8,Wildflower,M,Pseudoscorpions,2,7/18/2023,A,9/14/2023
Wi2-M9,Wildflower,M,Entomobryidae,4,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Isotomidae,1,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Mesostigmata,7,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Oribatida,112,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Prostigmata,21,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Gnaphosidae,3,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Hemiptera,1,7/18/2023,B,9/14/2023
Wi2-M9,Wildflower,M,Chilopoda,1,,B,
Wi2-M9,Wildflower,M,Isopoda,1,,B,
Wi2-M9,Wildflower,M,Pseudoscorpions,1,,B,
